player_id,player_name,GP,PTS,REB,AST,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT,MIN
203083,Andre Drummond,967,12.1,11.9,1.2,1.2,1.2,1.7,0.539,0.217,0.489,26.3
1641748,Andre Jackson Jr.,172,2.7,2.1,1.0,0.4,0.1,0.7,0.44,0.341,0.597,11.4
1629614,Andrew Nembhard,265,11.1,2.7,5.2,1.0,0.1,1.8,0.457,0.344,0.809,28.1
203952,Andrew Wiggins,834,18.2,4.5,2.3,1.0,0.7,1.8,0.451,0.362,0.728,33.5
1629014,Anfernee Simons,444,14.9,2.5,3.2,0.5,0.1,1.6,0.432,0.381,0.881,26.6
1641710,Anthony Black,211,9.5,2.9,2.7,1.0,0.5,1.5,0.441,0.338,0.724,23.5
203076,Anthony Davis,807,24.0,10.7,2.6,1.3,2.3,2.0,0.522,0.295,0.793,34.4
1630162,Anthony Edwards,442,24.6,5.2,4.1,1.3,0.6,2.9,0.453,0.369,0.802,34.8
1630264,Anthony Gill,285,3.8,1.9,0.7,0.3,0.2,0.4,0.545,0.312,0.749,11.0
1641810,Antonio Reeves,54,6.1,1.3,0.8,0.4,0.1,0.6,0.459,0.408,0.8,13.5
1630574,Ariel Hukporti,79,2.1,2.7,0.5,0.1,0.5,0.7,0.595,0.25,0.696,9.1
1642422,Armel Traore,9,1.6,1.7,0.1,0.4,0.2,0.3,0.316,0.0,0.286,7.3
1642854,Asa Newell,44,5.2,2.2,0.6,0.4,0.3,0.5,0.538,0.387,0.552,11.3
1641709,Ausar Thompson,195,9.6,5.8,2.5,1.6,0.9,1.4,0.515,0.204,0.6,24.6
1630559,Austin Reaves,331,15.8,3.9,4.5,0.8,0.3,1.9,0.483,0.368,0.865,30.8
1630245,Ayo Dosunmu,348,11.1,3.0,3.3,0.8,0.4,1.4,0.505,0.38,0.804,27.9
